13 27,256 61,260 42,323 73,324
30 64,261 95,265 75,324 103,325
30 97,265 124,269 106,325 130,326
2 136,270 159,273 142,326 164,327
8 161,273 184,276 165,327 186,328
5 185,277 205,279 188,328 206,328
1 208,279 225,282 209,329 226,329
plate 18,225 230,262 42,340 230,341
19 107,38 124,37 112,71 129,71
26 126,37 144,36 130,71 148,70
11 146,35 166,34 150,70 169,70
1 175,33 196,32 178,70 199,69
8 198,32 221,30 201,69 223,69
6 224,30 248,28 226,69 250,68
1 251,28 278,26 252,68 278,68
plate 103,25 284,8 112,80 285,79
