12 223,45 260,51 232,124 267,126
26 264,51 297,56 271,126 302,127
29 300,56 330,60 305,127 333,128
2 342,62 369,66 346,128 371,129
9 372,66 395,69 374,129 397,130
6 397,70 419,73 399,130 420,131
9 422,73 442,76 422,131 442,132
plate 215,11 447,54 229,145 447,146
15 334,200 345,202 327,230 340,231
32 346,202 358,204 341,231 354,231
13 359,204 369,205 355,231 366,232
2 374,206 382,207 371,232 380,232
9 383,207 392,209 381,232 391,233
8 393,209 400,210 391,233 399,233
7 401,210 408,211 400,233 408,233
plate 334,190 410,204 324,238 410,239
