32 46,138 75,142 39,206 69,207
32 78,142 105,145 71,207 100,208
32 107,146 132,149 103,208 128,209
6 143,150 166,153 139,209 163,210
5 167,153 188,155 165,210 186,211
5 190,156 210,158 189,211 209,211
6 211,158 229,160 210,212 229,212
plate 46,112 234,142 32,226 234,227
14 42,444 72,448 52,505 80,506
15 75,449 102,452 82,506 108,507
28 104,452 129,455 110,507 133,507
2 139,457 161,459 143,508 163,508
1 163,459 182,462 165,508 184,509
7 184,462 203,464 186,509 204,510
9 204,465 221,467 205,510 221,510
plate 35,418 225,449 51,521 225,522
