29 132,452 147,453 126,489 142,490
24 149,454 163,455 145,490 159,490
25 165,455 179,457 162,490 176,491
6 185,458 198,459 182,491 196,491
5 199,459 210,461 197,491 209,492
8 211,461 222,462 210,492 222,492
6 224,462 234,463 223,492 233,493
plate 132,438 236,453 122,500 236,501
21 80,393 93,392 74,422 86,421
17 94,392 108,391 88,421 103,421
33 109,391 123,391 103,421 118,421
9 129,390 143,390 125,421 140,421
6 145,390 160,389 142,421 157,421
1 161,389 177,388 159,421 176,420
0 179,388 195,387 177,420 195,420
plate 81,382 199,375 70,430 199,430
