23 211,126 225,126 216,153 230,153
11 226,126 240,127 231,153 244,153
25 242,127 255,127 246,153 258,153
9 261,127 274,128 263,154 276,154
9 275,128 287,128 277,154 288,154
9 289,128 301,129 290,154 302,154
7 302,129 314,129 303,154 314,154
plate 208,114 317,118 216,160 317,161
18 58,307 80,310 54,357 77,357
32 81,310 102,313 78,358 99,358
13 103,313 122,316 101,358 120,359
8 130,317 146,319 128,359 144,360
5 147,319 162,321 146,360 161,360
4 164,321 177,323 163,360 177,361
1 179,323 191,325 178,361 191,361
plate 57,287 195,311 50,371 195,372
