26 32,32 64,37 42,99 73,100
27 67,37 97,41 75,100 103,101
17 99,41 125,44 105,101 130,101
5 137,46 160,49 141,102 163,102
4 162,49 184,52 165,102 186,103
6 185,52 205,54 187,103 206,104
1 207,55 225,57 208,104 225,104
plate 24,3 229,37 42,116 230,117
16 239,410 246,409 235,423 242,423
26 246,409 253,408 242,423 249,422
21 253,408 260,408 249,422 257,422
6 264,407 272,406 261,422 269,422
0 273,406 281,405 270,422 279,422
4 282,405 291,404 280,422 290,421
3 293,404 302,403 291,421 302,421
plate 240,404 306,396 233,427 306,426
