11 39,397 62,398 50,443 71,443
18 64,398 86,399 74,443 94,443
27 89,399 110,400 96,443 116,443
4 119,400 140,401 125,443 144,444
8 142,401 162,402 146,444 165,444
4 164,402 183,402 167,444 185,444
0 185,402 204,403 187,444 205,444
plate 33,379 209,387 51,453 209,453
15 262,123 289,126 257,183 285,184
21 292,126 317,129 288,184 314,185
16 319,129 342,131 316,185 339,186
6 353,132 373,134 350,186 372,186
5 375,135 396,137 374,187 394,187
2 397,137 416,139 396,187 415,188
1 418,139 435,141 417,188 435,188
plate 262,99 440,122 253,201 440,202
