18 46,117 82,122 62,191 95,192
26 85,123 119,127 97,192 128,193
22 121,128 150,132 130,194 157,194
0 163,133 189,137 169,195 193,196
3 191,137 214,140 195,196 217,196
9 217,141 238,143 219,196 239,197
5 239,144 259,146 241,197 259,198
plate 35,84 264,125 61,210 264,211
12 280,174 298,174 291,210 308,210
18 301,174 320,175 310,210 327,210
33 321,175 339,175 328,210 345,210
9 347,176 363,176 352,210 368,210
4 366,176 382,177 370,210 385,210
5 384,177 401,177 387,210 402,210
2 402,177 418,178 403,210 419,210
plate 273,158 422,163 292,218 423,219
