32 69,441 90,444 72,488 93,489
16 93,444 113,447 95,489 115,490
17 114,447 132,450 116,490 134,491
9 140,451 154,453 141,491 156,491
7 156,453 170,455 157,491 171,492
5 172,456 185,458 172,492 185,492
1 186,458 198,459 186,492 198,493
plate 64,420 201,447 70,501 201,502
11 263,141 292,143 278,196 304,196
13 295,144 321,146 306,196 331,197
18 324,146 348,148 333,197 356,197
1 359,149 382,151 365,197 386,198
2 384,151 405,152 388,198 408,198
3 407,153 427,154 410,198 429,199
6 429,154 448,156 431,199 449,199
plate 254,117 453,138 279,209 453,210
