21 74,334 91,334 84,365 101,365
31 92,334 110,333 101,365 118,365
30 111,333 130,332 119,365 137,365
9 138,332 157,331 145,365 162,364
5 159,331 178,330 164,364 182,364
8 181,330 201,330 184,364 203,364
9 203,329 224,329 205,364 225,364
plate 67,320 230,312 85,373 230,373
32 428,393 439,395 422,420 435,421
30 440,396 450,397 436,421 447,421
28 450,397 459,399 447,421 457,422
4 463,400 470,401 461,422 469,422
3 471,401 477,403 470,422 477,423
9 478,403 485,404 477,423 484,423
2 485,404 490,405 485,423 490,423
plate 429,383 492,398 419,428 492,429
