21 40,327 79,333 57,407 92,408
29 83,333 118,338 96,408 128,409
22 120,338 151,342 130,409 159,410
8 165,344 192,348 172,410 197,411
3 196,348 221,351 200,411 224,412
2 222,352 245,355 225,412 247,412
0 248,355 269,358 249,413 269,413
plate 28,291 274,335 57,426 274,427
12 288,49 307,51 277,94 298,94
16 308,51 326,53 300,94 320,95
13 327,53 345,54 321,95 339,95
2 352,55 367,56 347,96 364,96
9 369,57 383,58 365,96 381,96
2 385,58 398,59 382,97 397,97
1 400,60 412,61 398,97 412,97
plate 289,32 416,47 271,108 416,108
