32 67,88 83,89 77,121 92,122
10 86,89 101,90 94,122 108,122
28 104,90 120,90 110,122 125,122
2 127,91 142,91 132,122 146,122
8 143,92 158,92 147,122 161,122
0 159,92 174,93 162,122 175,122
0 176,93 188,94 177,122 189,123
plate 60,74 192,82 77,130 192,130
19 221,380 230,378 213,399 222,399
21 231,378 240,377 223,399 233,398
16 241,377 252,376 234,398 245,398
9 257,375 269,373 251,398 264,397
0 270,373 284,371 265,397 279,397
5 285,371 300,369 280,397 297,396
0 302,369 318,367 300,396 317,395
plate 223,373 324,357 210,405 323,404
