30 190,421 200,420 186,443 196,442
26 201,420 213,418 197,442 209,442
27 213,418 226,416 210,442 223,441
6 232,416 246,414 229,441 244,441
4 248,414 264,412 246,441 262,440
5 266,412 285,409 264,440 283,440
7 286,409 307,406 285,439 307,439
plate 190,413 313,394 184,449 313,448
19 65,67 77,65 74,89 85,88
19 78,65 92,64 87,88 100,88
24 93,64 108,63 101,88 115,88
8 115,62 130,60 121,88 136,87
8 133,60 150,59 138,87 155,87
4 153,58 173,56 157,87 176,86
2 175,56 198,54 177,86 199,86
plate 60,57 204,39 75,94 205,94
