14 90,52 97,51 83,67 90,67
33 97,51 105,50 90,67 98,66
10 106,50 115,48 100,66 108,66
7 118,48 129,46 113,66 123,65
0 130,46 141,44 124,65 137,65
5 143,44 157,41 139,64 154,64
3 158,41 175,38 156,64 174,63
plate 92,47 179,29 80,72 178,71
20 310,327 328,329 314,368 332,368
28 331,330 347,332 334,368 350,369
29 350,332 366,334 352,369 368,369
6 372,335 386,337 374,370 388,370
8 387,337 400,339 389,370 401,370
7 401,339 413,340 402,370 414,371
6 415,340 425,342 415,371 425,371
plate 305,310 428,331 313,378 428,379
