24 172,53 189,52 165,89 183,89
13 191,52 209,51 185,89 203,89
15 210,51 229,50 205,89 224,89
1 237,49 257,48 233,88 254,88
2 259,48 280,47 256,88 277,88
7 282,47 303,46 279,88 302,87
3 306,45 328,44 304,87 328,87
plate 173,39 334,28 161,100 333,100
16 50,393 74,395 58,440 80,440
25 75,395 98,397 82,440 103,441
20 99,397 120,399 104,441 124,441
4 128,400 146,402 132,442 149,442
7 148,402 165,404 151,442 167,442
7 167,404 182,405 168,442 183,443
8 184,406 199,407 185,443 199,443
plate 43,371 203,391 57,452 203,453
