25 276,49 286,49 279,69 290,70
21 288,49 298,50 291,70 301,70
33 298,50 308,50 301,70 310,70
6 312,50 322,51 314,70 323,70
2 323,51 331,51 324,70 332,70
3 332,51 341,52 333,70 341,70
6 342,52 349,52 342,70 350,70
plate 273,39 352,44 279,75 352,75
24 43,434 69,438 51,487 76,487
14 71,438 94,441 77,487 100,488
23 96,441 117,444 101,488 121,489
1 126,446 143,448 129,489 146,490
1 145,448 161,451 148,490 163,490
6 163,451 178,453 165,490 178,491
7 179,453 193,455 180,491 193,491
plate 35,409 196,440 51,500 196,501
