12 91,178 113,182 78,235 103,236
14 116,182 136,185 105,237 127,237
27 138,186 156,189 130,238 150,238
1 163,190 179,192 158,239 175,239
0 181,193 196,195 177,239 193,240
8 197,195 211,197 195,240 210,241
5 212,198 225,200 211,241 225,241
plate 93,159 228,186 71,251 228,253
33 47,439 74,441 39,501 67,502
24 76,442 102,444 69,502 97,503
11 104,444 128,446 99,503 124,503
3 139,447 162,448 135,503 160,504
5 164,449 185,450 161,504 184,504
8 188,450 208,452 186,504 207,505
8 210,452 229,454 209,505 229,505
plate 46,416 235,435 33,519 235,520
