21 124,114 144,116 115,163 137,163
20 146,116 165,117 139,163 160,164
23 167,117 186,119 162,164 181,164
4 193,119 211,120 190,164 208,164
5 213,120 230,122 210,164 228,165
3 231,122 247,123 229,165 246,165
0 249,123 264,124 248,165 264,165
plate 124,98 269,110 111,175 268,176
24 54,386 70,385 59,414 74,414
11 71,385 87,383 75,414 91,414
10 88,383 105,382 92,413 109,413
2 113,382 131,381 116,413 133,413
6 133,381 151,379 135,413 154,413
0 154,379 174,378 156,413 175,412
0 176,378 197,377 177,412 198,412
plate 50,373 204,360 59,422 204,421
