12 59,341 92,345 71,406 102,407
12 95,345 124,349 104,407 132,408
12 127,349 153,352 134,408 159,409
1 165,353 188,356 170,409 192,410
7 190,356 212,359 194,410 215,410
6 214,359 234,362 217,410 235,411
2 236,362 254,364 238,411 255,412
plate 50,311 259,345 72,423 259,424
17 206,116 219,117 209,144 221,144
10 220,117 233,118 223,144 235,144
12 234,118 245,119 236,144 247,144
0 251,120 261,121 252,145 262,145
3 262,121 273,122 263,145 274,145
3 274,122 283,122 275,145 283,145
2 284,122 293,123 284,145 293,145
plate 203,105 295,115 209,150 295,150
