33 93,123 127,128 103,192 134,194
16 130,128 160,133 137,194 165,195
11 162,133 188,137 168,195 192,196
5 200,139 223,142 204,196 225,197
0 224,142 246,146 227,197 247,198
5 247,146 266,149 249,198 267,198
7 268,149 285,151 269,198 285,199
plate 86,92 290,132 102,210 290,212
13 60,284 76,282 66,315 82,314
13 78,282 96,279 83,314 102,314
12 98,279 118,277 103,314 123,313
3 128,275 153,272 133,313 157,312
9 155,272 182,269 159,312 185,311
0 185,268 216,265 189,311 219,310
7 219,264 255,260 221,310 256,309
plate 56,272 267,238 66,323 267,322
