21 81,366 92,365 87,389 98,389
26 94,365 106,364 99,389 111,388
20 108,364 122,363 113,388 126,388
9 128,363 143,362 132,388 146,388
6 144,362 160,361 147,388 162,388
0 161,361 177,360 163,388 179,387
9 180,360 196,359 181,387 197,387
plate 77,356 201,347 87,395 202,395
30 106,224 117,222 94,248 105,248
27 118,222 130,221 106,248 119,247
10 131,220 144,219 120,247 134,247
5 151,218 165,216 141,246 157,246
3 167,216 183,213 159,246 176,245
8 185,213 203,211 179,245 199,244
8 206,211 226,208 201,244 225,243
plate 110,215 233,195 89,256 232,255
