23 35,374 64,377 44,432 71,433
30 67,377 93,380 74,433 99,433
22 96,380 120,383 101,434 124,434
3 130,384 151,387 133,434 154,435
2 153,387 174,389 156,435 175,436
7 175,389 194,391 177,436 195,436
9 196,391 213,393 197,436 213,437
plate 29,349 217,376 44,447 217,448
26 352,327 376,328 359,376 381,377
29 378,328 401,330 384,377 405,377
25 403,330 424,331 407,377 427,377
0 433,332 452,333 436,377 455,378
9 454,334 473,335 457,378 475,378
6 475,335 493,336 477,378 494,378
5 495,336 512,337 496,378 512,379
plate 347,307 516,322 358,388 516,388
