11 68,178 79,177 77,199 88,199
27 81,177 93,176 89,198 101,198
28 95,176 108,175 102,198 115,198
8 114,174 129,173 121,198 135,198
7 131,173 147,172 136,198 151,197
7 148,172 166,170 152,197 169,197
0 169,170 187,169 171,197 188,197
plate 63,169 193,156 78,204 193,204
13 210,101 242,105 222,164 251,165
16 245,105 273,109 254,165 280,166
23 275,110 300,113 282,166 306,167
3 311,115 333,118 315,167 336,168
7 335,118 354,121 338,168 357,169
4 356,121 374,124 358,169 376,169
4 376,124 393,126 377,169 393,170
plate 202,73 396,109 223,180 397,181
