9 428,472 444,474 432,502 447,503
7 445,474 459,475 448,503 462,503
3 460,475 474,476 463,503 476,503
7 475,476 486,477 477,503 487,504
17 492,478 503,479 493,504 504,504
10 504,479 515,480 505,504 515,504
plate 425,460 517,471 432,510 517,510
8 337,167 344,166 334,181 341,181
6 345,166 353,164 342,181 350,180
4 354,164 364,162 351,180 361,180
5 365,162 376,160 362,180 374,179
28 384,158 399,155 381,179 398,178
15 402,155 422,150 400,177 422,176
plate 337,163 428,140 332,185 427,184
