20 233,243 241,243 229,263 238,263
24 242,243 252,242 239,263 249,263
25 253,242 262,242 250,263 260,263
1 267,242 276,242 265,263 274,263
2 277,242 288,241 275,263 287,262
2 289,241 299,241 288,262 298,262
0 300,241 311,240 299,262 311,262
plate 233,236 313,233 228,268 313,268
20 79,458 89,457 69,480 79,480
17 90,456 101,455 80,480 92,480
14 102,455 114,453 92,480 105,479
3 119,453 132,451 111,479 125,478
1 134,451 149,449 127,478 143,478
6 151,449 168,446 145,478 164,477
8 169,446 188,444 165,477 187,476
plate 82,450 193,432 64,487 193,486
