32 69,328 83,326 81,352 94,352
18 84,326 100,324 96,351 111,351
22 102,324 120,322 113,351 130,351
6 128,321 149,318 138,350 158,350
3 151,318 176,315 160,350 183,349
7 179,314 208,311 186,349 213,348
0 211,311 245,306 215,348 247,347
plate 62,318 254,286 82,358 255,357
21 399,308 408,308 402,327 411,327
22 409,308 419,307 412,327 422,327
21 420,307 430,307 423,327 433,327
8 435,307 446,306 438,326 448,326
6 447,306 459,306 449,326 460,326
6 460,305 471,305 461,326 472,326
4 473,305 486,304 473,326 486,326
plate 397,301 488,296 402,331 488,331
