10 78,68 92,66 84,94 98,94
12 93,66 109,64 99,94 115,93
15 111,64 129,62 116,93 134,93
1 137,61 158,59 142,92 162,92
1 160,58 183,55 164,92 187,91
1 186,55 213,52 189,91 215,90
6 216,52 248,48 218,90 248,89
plate 74,58 256,29 84,101 256,100
20 180,248 202,250 176,294 198,294
32 203,250 223,252 200,294 220,295
19 224,252 242,254 221,295 240,295
2 250,254 266,256 248,295 265,296
4 268,256 283,257 267,296 282,296
9 285,258 299,259 284,296 298,297
4 300,259 314,260 300,297 314,297
plate 180,229 318,246 173,307 318,307
