25 51,91 65,90 62,116 75,115
29 66,90 82,89 76,115 91,115
20 83,88 100,87 92,115 108,115
7 108,86 126,85 115,115 132,114
7 128,84 148,83 135,114 153,114
6 150,82 173,81 155,114 176,113
5 175,80 200,78 178,113 201,113
plate 45,80 207,61 63,122 208,121
28 336,449 358,451 324,503 348,504
23 360,452 380,454 350,504 372,505
27 382,455 400,457 374,505 394,506
1 407,458 424,460 402,506 420,507
0 426,461 441,463 422,507 439,507
3 443,463 457,465 440,507 456,508
7 459,465 472,467 457,508 472,508
plate 337,430 475,453 318,518 475,519
