32 52,210 83,213 65,270 93,271
30 86,213 114,216 96,271 122,271
10 116,216 142,218 124,271 148,272
2 154,219 178,221 160,272 182,273
3 180,221 203,223 184,273 206,273
5 205,223 226,225 207,273 227,273
0 228,225 248,227 230,273 248,274
plate 44,184 253,207 65,285 253,286
21 215,32 225,30 210,53 220,53
26 226,30 237,29 221,53 233,52
26 238,29 251,27 233,52 246,52
7 256,26 270,25 252,52 266,51
6 272,24 287,22 268,51 284,50
5 289,22 308,20 287,50 306,50
7 309,19 330,17 307,50 330,49
plate 216,24 336,4 207,59 336,58
