12 26,267 52,270 33,323 58,324
10 54,271 78,273 60,324 83,325
22 81,274 102,276 85,325 106,325
0 111,277 131,280 114,326 133,326
8 133,280 151,282 135,326 152,327
4 152,282 169,284 154,327 170,327
1 171,284 186,286 172,327 187,328
plate 20,245 190,271 32,336 190,337
21 116,43 136,41 127,82 147,81
10 139,41 161,39 149,81 171,81
25 163,39 187,37 172,81 195,80
3 199,36 226,33 207,80 233,79
0 229,33 259,31 236,79 264,79
9 261,30 294,27 266,79 297,78
1 298,27 334,24 301,78 335,77
plate 108,27 344,0 127,91 344,91
