30 32,212 58,215 40,266 64,267
17 60,215 84,218 66,267 88,268
26 86,218 108,220 91,268 111,268
1 117,221 136,223 120,268 139,269
7 138,223 157,225 140,269 158,269
4 158,225 175,227 160,269 176,270
0 177,227 193,229 178,270 193,270
plate 27,191 197,213 39,279 197,280
28 201,381 212,380 195,408 207,407
12 214,380 227,379 209,407 223,407
28 228,379 242,378 224,407 238,407
5 248,377 262,376 245,407 259,406
0 264,376 279,375 261,406 277,406
5 281,375 298,374 279,406 297,406
2 299,374 317,372 298,406 317,405
plate 201,371 322,360 192,415 322,415
