14 247,329 257,328 241,353 252,352
25 259,328 269,327 254,352 265,352
18 271,327 283,326 267,352 279,352
1 289,326 302,325 285,352 299,351
0 303,325 316,324 300,351 314,351
5 317,324 332,323 315,351 331,351
6 334,323 348,322 333,351 348,351
plate 247,320 353,311 238,360 353,359
32 40,44 70,50 26,119 59,121
12 72,50 100,55 62,121 92,122
16 102,56 126,60 94,122 120,124
0 136,62 158,66 131,124 154,125
8 159,66 178,70 156,125 176,126
9 180,70 197,73 178,126 196,127
6 199,73 214,76 198,127 214,128
plate 41,17 219,58 18,142 219,143
