30 39,186 66,190 23,251 53,252
18 68,190 92,194 56,252 82,253
23 94,194 115,197 85,253 108,254
3 125,199 144,202 119,254 139,255
5 145,202 164,205 141,255 161,256
3 165,205 181,207 162,256 179,257
8 183,208 198,210 182,257 198,258
plate 42,162 202,193 16,271 202,272
14 254,334 281,339 244,398 273,399
14 283,340 307,344 276,399 301,400
30 309,344 330,348 303,400 326,401
2 339,349 357,353 335,402 355,403
5 359,353 376,356 356,403 374,404
1 377,356 392,359 376,404 391,405
8 394,359 408,362 393,405 407,405
plate 255,311 411,346 238,417 411,418
