18 33,122 66,125 47,189 77,190
28 69,125 101,128 80,190 109,191
23 103,129 131,131 112,191 138,191
5 144,133 170,135 150,192 174,192
1 172,136 196,138 176,192 199,193
9 199,138 221,140 201,193 222,193
9 223,141 243,143 224,193 244,194
plate 23,92 249,122 46,206 249,207
25 190,300 199,299 197,317 206,317
22 200,299 211,298 207,317 217,317
12 213,298 224,297 219,317 230,317
5 229,296 242,295 234,317 247,316
7 243,295 257,294 248,316 261,316
5 260,294 275,293 263,316 277,316
9 276,293 293,291 278,316 294,315
plate 186,292 298,280 198,322 298,321
