19 51,345 60,345 42,368 51,367
24 62,344 71,343 53,367 63,367
26 73,343 84,342 65,367 77,367
3 89,342 101,341 82,367 96,366
2 102,340 115,339 97,366 111,366
6 116,339 131,338 112,366 128,365
2 133,338 147,336 130,365 146,365
plate 53,338 152,326 37,374 151,374
11 280,230 295,228 286,257 301,257
14 296,228 313,226 303,257 319,256
10 315,225 333,223 321,256 339,256
8 343,222 365,219 348,255 369,255
8 367,219 393,216 371,255 397,254
5 395,215 424,212 399,254 427,253
1 428,211 462,207 431,253 463,252
plate 276,219 473,185 287,265 473,264
