14 72,336 82,335 66,358 76,357
15 83,335 93,334 78,357 88,357
31 95,334 106,332 90,357 102,357
4 112,332 124,331 107,357 121,356
5 125,331 139,329 122,356 136,356
6 140,329 155,328 138,356 153,355
7 157,328 173,326 156,355 172,355
plate 73,328 177,316 63,364 177,364
19 143,99 161,100 130,145 150,145
19 163,100 181,100 152,145 172,145
23 183,101 201,101 174,145 193,145
6 208,102 225,103 201,146 220,146
0 226,103 243,103 222,146 239,146
4 244,103 260,104 241,146 258,146
9 262,104 277,105 260,146 277,146
plate 145,84 281,92 124,157 281,158
