4 277,432 305,433 289,489 316,489
3 309,433 338,434 319,489 346,489
3 341,435 369,436 349,489 375,490
5 372,436 399,437 378,490 404,490
14 413,438 437,439 416,490 440,490
25 442,439 465,440 443,490 466,491
plate 267,407 471,418 288,504 471,505
32 121,247 132,246 118,270 130,270
16 134,246 145,245 131,270 143,270
3 152,245 164,244 150,270 162,270
2 165,244 179,244 163,270 178,269
5 180,244 193,243 179,269 192,269
1 195,243 209,242 194,269 209,269
plate 120,238 212,232 116,277 212,277
