20 79,441 92,439 92,463 104,463
30 93,439 108,437 106,463 120,462
28 109,437 126,435 121,462 137,462
4 133,434 152,431 144,462 162,461
8 155,431 177,428 164,461 185,461
2 180,428 206,425 188,461 212,460
4 210,424 241,421 215,460 243,459
plate 72,432 250,402 94,468 251,467
15 58,274 87,277 68,332 95,333
10 90,277 117,280 98,333 123,334
15 119,280 144,283 125,334 148,335
8 153,284 175,287 157,335 178,336
8 177,287 197,289 180,336 199,336
3 199,290 218,292 201,336 219,337
1 220,292 237,294 221,337 237,337
plate 51,248 241,276 67,348 241,349
