12 315,302 341,304 306,360 333,360
25 343,304 367,306 335,360 360,361
12 369,306 390,308 363,361 386,361
0 401,309 421,311 397,362 418,362
3 423,311 443,313 420,362 441,363
3 445,313 463,314 442,363 462,363
4 465,315 482,316 464,363 482,364
plate 316,280 487,298 300,377 487,378
20 63,324 80,323 55,360 72,360
25 81,322 100,320 73,360 93,359
26 101,320 121,318 94,359 114,358
9 130,317 153,314 124,358 148,357
2 155,314 180,311 150,357 175,356
6 183,311 210,308 179,356 207,356
5 212,308 242,304 210,355 242,355
plate 64,312 252,285 51,370 252,369
