20 78,281 95,280 93,311 109,311
11 97,279 116,278 111,311 128,310
11 118,278 138,276 130,310 149,310
1 147,275 170,274 158,310 179,309
7 172,273 197,271 181,309 204,309
5 200,271 227,269 206,309 231,308
0 230,269 260,266 234,308 261,308
plate 70,268 267,246 95,319 268,318
28 253,198 265,197 259,223 271,223
33 267,197 280,196 273,223 285,222
28 282,196 296,196 287,222 300,222
6 303,196 317,195 306,222 320,222
8 319,195 334,194 321,222 336,222
4 335,194 351,194 337,222 352,222
9 353,194 369,193 355,222 369,222
plate 249,187 374,181 259,229 374,229
