13 51,362 76,365 59,412 83,413
19 78,365 101,368 84,413 106,414
24 102,368 123,371 107,414 127,414
9 132,372 149,374 135,414 152,415
4 151,374 168,376 154,415 169,415
8 169,376 184,378 171,415 185,416
8 186,378 200,380 187,416 200,416
plate 44,339 204,365 58,425 204,426
15 365,46 377,48 359,76 372,77
28 378,48 390,50 374,77 386,77
24 391,50 401,51 388,77 398,77
9 405,52 414,53 403,78 413,78
4 415,53 424,54 414,78 423,78
9 425,54 433,55 424,78 432,79
1 433,56 441,57 433,79 441,79
plate 365,36 442,49 357,84 442,84
