17 82,219 99,217 90,251 107,250
28 101,216 120,214 109,250 128,250
29 122,214 144,211 130,250 151,249
5 154,210 180,206 162,249 187,248
5 183,206 213,202 190,248 218,247
7 215,202 250,198 221,247 253,246
8 254,197 295,192 257,246 296,245
plate 76,206 307,167 91,259 307,258
16 242,19 259,20 248,55 264,55
11 261,20 277,21 266,55 281,55
24 279,22 295,23 283,55 298,56
9 302,23 316,24 304,56 318,56
9 317,24 331,25 319,56 333,56
9 332,26 345,27 334,56 346,56
9 347,27 359,28 348,57 359,57
plate 237,4 362,16 247,64 362,64
