12 277,423 294,422 289,454 305,454
23 295,422 314,422 306,454 323,454
24 315,421 334,421 324,454 342,453
3 343,421 361,420 350,453 367,453
7 364,420 383,419 370,453 388,453
8 385,419 406,418 390,453 408,453
0 408,418 429,417 410,453 430,453
plate 269,408 435,400 290,462 435,461
33 51,266 77,267 35,328 63,329
30 80,268 105,269 67,329 94,329
13 107,269 131,270 96,329 122,330
2 142,271 165,272 134,330 159,330
7 168,272 191,273 162,330 186,330
3 192,273 214,274 188,330 212,331
1 217,275 238,276 214,331 237,331
plate 54,244 243,256 27,347 243,348
