13 119,226 127,226 123,240 130,240
25 128,225 136,225 131,240 139,240
23 136,225 145,224 139,240 147,239
1 149,224 158,223 151,239 160,239
4 159,223 168,223 161,239 170,239
3 169,223 180,222 171,239 181,239
9 181,222 192,221 182,239 192,239
plate 117,220 196,212 123,243 196,243
12 83,351 91,349 77,370 85,369
28 92,349 103,348 86,369 97,369
19 103,347 115,346 98,369 110,368
0 120,345 134,343 115,368 129,368
3 135,342 151,340 131,367 147,367
0 153,340 172,336 149,367 169,366
1 173,336 196,333 171,366 195,365
plate 84,344 203,320 74,375 202,374
