13 64,30 83,28 76,66 95,65
26 86,28 107,26 98,65 118,65
22 109,25 132,23 120,65 142,64
9 144,22 171,19 153,64 179,63
2 174,19 204,16 182,63 211,63
9 207,15 240,12 213,63 245,62
8 245,12 283,8 248,62 284,61
plate 56,15 294,-16 77,75 294,74
27 389,328 405,330 395,361 410,361
32 406,330 421,331 411,361 426,361
27 424,332 438,333 428,361 441,362
1 443,333 456,334 446,362 458,362
6 457,335 469,336 459,362 470,362
4 471,336 482,337 472,362 483,363
0 483,337 494,338 484,363 494,363
plate 384,314 496,327 396,369 496,370
