18 49,370 68,374 40,419 61,420
13 70,374 88,378 64,421 83,422
26 89,378 105,381 84,422 102,423
2 112,382 125,385 109,423 122,424
8 126,385 138,387 124,424 137,424
7 140,388 151,390 138,424 150,425
0 152,390 162,392 151,425 162,426
plate 50,352 164,380 35,434 164,435
22 237,179 249,180 231,208 244,208
23 250,180 262,181 245,208 258,208
16 264,181 276,181 260,208 272,209
7 280,182 291,182 277,209 289,209
3 292,182 303,183 290,209 301,209
2 304,183 315,184 303,209 314,209
2 315,184 325,184 315,209 325,209
plate 238,169 328,175 228,217 327,217
