17 83,409 99,407 76,443 92,442
26 101,407 119,404 94,442 112,442
31 121,404 141,401 114,442 134,441
9 151,400 174,396 144,441 169,440
9 177,396 204,392 172,440 199,438
2 206,392 237,388 202,438 234,437
3 241,387 277,382 238,437 276,436
plate 84,396 288,360 72,453 287,451
27 152,157 162,155 138,180 148,179
12 163,155 175,152 149,179 161,178
29 176,152 190,150 162,178 176,177
9 196,148 213,145 183,177 201,176
3 215,145 235,141 203,176 225,174
8 237,140 262,136 227,174 254,173
7 264,135 295,129 257,172 293,170
plate 156,149 304,114 133,187 302,185
