28 67,268 85,267 76,302 94,302
24 87,266 107,265 96,302 115,301
26 109,265 130,264 117,301 137,301
1 139,263 161,262 145,301 167,301
4 164,262 187,261 169,301 191,300
6 190,261 215,259 193,300 217,300
7 217,259 244,257 219,300 244,300
plate 61,253 250,239 77,311 251,310
26 399,214 415,216 404,247 419,247
16 416,216 431,217 420,247 434,248
26 433,218 447,219 436,248 449,248
9 452,219 465,221 455,248 467,248
1 466,221 478,222 468,248 479,249
1 480,222 491,223 481,249 491,249
3 491,223 502,224 492,249 502,249
plate 395,200 504,214 404,255 504,256
