28 277,442 286,441 269,463 279,463
31 288,441 297,440 280,463 290,463
11 299,440 310,439 292,462 303,462
7 315,438 327,437 309,462 322,462
8 328,437 342,435 323,462 338,461
3 343,435 357,433 339,461 355,461
0 360,433 375,431 357,460 374,460
plate 279,435 380,421 266,470 379,469
13 71,150 91,149 65,193 86,193
27 93,149 114,148 87,193 110,193
21 116,148 138,146 111,192 134,192
4 148,146 172,144 144,192 169,192
1 174,144 198,143 171,192 196,191
5 201,143 226,141 199,191 225,191
9 228,141 255,140 227,191 254,190
plate 71,134 263,120 61,205 263,205
