23 211,458 219,456 207,476 215,476
30 220,456 230,454 216,476 227,475
31 231,454 243,452 228,475 239,475
0 248,452 262,449 245,474 259,474
2 264,449 279,447 261,474 277,473
4 282,446 301,443 279,473 300,472
3 303,443 327,439 301,472 326,471
plate 211,451 333,426 205,481 333,480
28 23,209 58,212 40,278 72,279
11 62,212 94,215 75,279 105,279
10 97,215 127,217 108,279 136,280
1 141,218 169,220 148,280 175,281
4 172,221 198,223 178,281 202,281
3 200,223 225,225 204,281 228,282
9 228,225 252,227 230,282 252,282
plate 11,178 258,204 40,295 258,296
