30 51,207 79,212 39,273 69,274
10 81,212 106,216 72,275 99,276
20 109,216 130,219 101,276 125,277
0 141,221 160,224 136,277 156,278
0 161,224 180,227 158,278 178,279
9 181,227 198,230 179,279 196,280
1 200,230 215,233 199,280 214,281
plate 53,182 219,215 32,293 218,295
17 92,86 101,86 83,108 94,108
25 102,86 112,85 94,108 105,108
32 114,85 124,85 107,108 118,108
6 128,84 139,84 123,108 134,108
0 140,84 150,83 135,108 147,108
6 152,83 164,83 149,108 162,107
2 164,83 176,82 163,107 176,107
plate 94,78 179,73 80,115 179,115
