31 43,419 63,418 57,454 76,454
27 64,418 85,417 78,454 97,454
33 87,417 109,416 99,454 119,454
9 119,415 142,414 128,453 150,453
9 144,414 169,413 152,453 174,453
9 171,413 196,412 176,453 200,453
2 199,412 226,410 202,453 227,452
plate 34,403 232,391 59,463 233,463
26 269,30 287,32 264,73 283,74
24 289,32 307,34 285,74 304,74
10 308,34 324,36 305,75 322,75
3 331,37 345,39 329,75 343,76
0 347,39 360,40 345,76 359,76
1 361,41 374,42 360,76 374,77
7 375,42 387,44 374,77 387,77
plate 269,13 390,31 260,86 390,87
