21 68,220 77,219 75,238 84,238
28 78,219 89,219 85,238 95,238
11 90,219 101,218 96,238 105,238
8 106,218 117,218 110,238 121,238
4 118,218 131,217 122,238 133,238
6 132,217 144,216 134,238 145,237
9 145,216 159,216 147,237 159,237
plate 64,212 161,207 75,242 162,242
16 364,433 372,432 361,452 369,451
12 373,432 383,431 370,451 379,451
10 384,431 395,429 381,451 392,450
1 400,429 413,427 397,450 410,450
9 414,427 428,425 411,450 426,449
5 429,425 446,422 428,449 445,449
9 449,422 467,420 447,448 466,448
plate 364,427 473,409 358,457 472,456
