10 31,276 43,274 41,295 52,295
13 44,274 57,272 53,295 66,294
18 57,272 73,270 67,294 81,294
5 80,270 97,267 88,294 105,293
3 99,267 119,265 107,293 125,293
7 122,264 146,261 128,293 150,292
2 149,261 177,257 153,292 178,291
plate 25,267 186,239 42,300 187,299
15 209,193 223,196 200,228 216,229
12 224,196 236,198 217,229 231,229
12 238,198 250,200 234,229 246,230
3 254,201 265,202 251,230 262,231
5 266,202 275,204 263,231 273,231
4 276,204 285,205 275,231 284,232
2 286,205 294,207 285,232 294,232
plate 210,181 296,198 196,239 296,240
