32 178,80 203,83 173,135 199,136
11 205,83 228,85 201,136 225,137
30 231,85 252,88 227,137 250,137
9 261,88 281,90 259,137 279,138
1 283,90 301,92 281,138 300,138
9 303,92 320,94 302,138 320,139
2 322,94 339,96 322,139 338,139
plate 178,59 342,80 170,151 342,152
28 77,279 89,278 65,306 77,305
25 91,277 104,275 78,305 92,304
29 105,275 120,273 93,304 109,303
5 127,272 145,269 116,303 135,302
1 147,268 167,265 137,302 159,301
9 169,265 193,261 161,301 188,300
8 196,261 223,256 190,300 222,298
plate 81,270 231,241 59,314 230,312
