18 157,33 172,31 162,59 176,59
30 172,31 188,30 177,59 192,58
21 189,30 205,29 193,58 209,58
5 213,28 231,27 217,58 234,57
7 233,26 252,25 236,57 254,57
2 254,25 275,23 256,57 276,57
8 277,23 300,21 278,57 300,56
plate 153,21 306,5 162,66 307,65
17 48,194 79,200 29,274 65,275
11 82,201 110,206 68,276 99,277
27 112,206 137,210 102,277 129,278
6 148,212 170,216 141,279 165,280
4 173,217 193,220 168,280 189,281
6 194,221 212,224 191,281 211,282
3 214,224 231,227 213,282 231,283
plate 50,166 235,208 19,298 235,300
