30 28,128 60,134 12,209 48,211
29 64,135 93,140 52,211 83,213
16 95,141 120,145 86,213 114,214
3 131,148 154,152 125,215 149,216
6 156,152 176,156 152,216 173,217
6 178,156 196,160 175,217 195,218
2 198,160 215,163 197,218 214,219
plate 30,98 219,143 3,234 219,236
16 277,220 290,221 270,251 285,251
23 291,221 303,223 286,251 299,252
27 305,223 317,224 301,252 314,252
9 322,224 332,225 319,252 330,253
0 333,225 343,226 331,253 342,253
2 345,226 355,227 344,253 354,253
2 355,227 364,228 355,253 364,253
plate 278,209 367,219 267,261 367,261
