10 33,330 57,329 47,375 69,374
29 60,329 85,327 72,374 96,374
11 87,327 113,326 98,374 122,374
3 125,325 153,324 134,374 160,373
7 156,324 186,322 163,373 191,373
7 188,322 219,320 193,373 223,372
0 223,320 256,318 226,372 257,372
plate 25,311 265,294 48,386 265,385
12 251,244 264,241 234,274 247,273
28 266,241 281,239 248,273 264,273
16 282,238 299,236 266,272 283,272
2 307,234 328,231 292,271 314,270
2 330,230 352,226 316,270 341,269
3 356,226 382,221 345,269 375,267
4 385,221 417,216 377,267 414,265
plate 256,233 427,198 227,284 426,282
