26 53,437 68,436 58,465 73,465
33 69,436 85,435 74,465 89,464
17 86,435 103,434 90,464 107,464
0 111,433 129,432 114,464 131,464
4 131,432 150,431 134,464 152,463
4 152,430 172,429 154,463 173,463
0 174,429 196,427 176,463 196,463
plate 49,425 203,411 58,472 203,472
12 276,171 287,173 271,197 284,197
10 288,173 298,175 285,197 296,198
25 298,175 307,176 296,198 305,198
4 311,177 319,178 309,198 318,199
6 320,178 326,179 319,199 325,199
9 327,179 334,180 326,199 333,199
5 334,181 340,181 334,200 340,200
plate 276,160 342,174 269,205 342,205
