27 241,368 261,370 235,413 256,413
31 262,370 281,371 258,413 278,414
33 283,371 301,373 279,414 298,414
8 308,374 324,375 306,414 322,415
1 326,375 341,377 324,415 340,415
7 343,377 357,378 341,415 356,415
1 358,378 372,379 358,415 372,416
plate 241,350 376,365 231,426 376,426
16 78,296 90,294 63,325 76,324
27 92,294 106,292 77,324 92,324
31 107,292 123,289 93,323 110,323
3 131,288 150,285 119,322 138,321
9 152,284 174,281 140,321 165,320
0 176,280 201,276 167,320 194,319
7 204,276 233,271 198,318 231,317
plate 82,286 242,254 57,334 241,332
