30 36,257 59,256 44,302 66,301
14 61,256 85,255 68,301 91,301
17 87,255 111,254 93,301 116,301
8 122,254 149,253 127,301 153,301
8 151,253 177,252 155,301 180,300
7 180,251 207,251 183,300 209,300
2 209,250 237,249 211,300 238,300
plate 30,238 245,228 43,313 246,313
32 328,135 359,140 338,199 368,200
17 362,140 390,144 370,200 396,201
19 392,144 417,148 398,201 422,202
7 427,150 449,153 431,202 452,203
6 451,153 471,156 454,203 472,203
0 472,156 490,159 474,203 491,204
4 492,159 508,161 493,204 508,205
plate 320,107 512,144 338,215 512,216
