16 406,384 419,387 402,416 415,417
18 420,387 432,389 417,417 430,418
26 433,389 444,391 431,418 442,418
7 449,392 458,393 447,418 456,419
9 458,393 467,395 457,419 467,419
8 468,395 476,396 468,419 475,420
5 476,396 484,398 476,420 484,420
plate 406,373 485,390 399,424 485,425
31 46,185 71,186 58,234 81,234
31 73,186 96,188 83,234 104,235
21 99,188 121,189 107,235 127,235
2 130,190 150,191 135,235 154,235
5 152,191 172,192 156,235 175,236
9 174,193 193,194 177,236 194,236
0 195,194 212,195 196,236 213,236
plate 39,164 217,179 58,245 217,245
