33 58,25 76,23 65,57 82,57
11 77,23 96,21 83,57 102,56
19 98,21 118,19 103,56 123,56
7 128,18 150,16 133,56 155,55
0 153,16 178,14 157,55 182,54
0 181,13 208,11 184,54 210,54
2 212,10 243,7 214,54 243,53
plate 54,12 251,-13 65,66 252,65
21 169,210 180,210 165,235 176,235
15 182,209 193,209 178,235 190,235
18 195,209 207,208 192,235 205,234
1 213,208 226,207 210,234 224,234
5 227,207 241,206 225,234 239,234
9 242,206 257,205 241,234 256,234
5 259,205 273,205 258,234 272,233
plate 169,201 277,194 163,242 277,242
