25 74,444 85,443 69,470 80,470
19 87,443 98,443 82,470 94,470
10 100,443 113,442 96,469 109,469
9 118,442 131,441 115,469 129,469
0 132,441 146,441 130,469 144,469
2 147,441 161,440 145,469 159,469
7 163,440 176,440 162,469 175,469
plate 74,434 180,429 65,477 180,477
26 112,231 132,230 117,269 136,268
21 134,230 154,229 138,268 158,268
31 156,229 177,228 160,268 180,268
4 186,228 208,227 189,268 210,268
8 210,227 232,226 212,268 234,267
5 235,226 258,225 236,267 259,267
6 260,225 284,224 261,267 284,267
plate 109,215 290,207 117,279 290,278
